Time (s),X (km),Y (km),Z (km),Vx (km/s),Vy (km/s),Vz (km/s),Event
1310.45718823151,1918.74899970609,-3247.47166638752,5294.6700670388,1.82152867082222,-6.21808780204086,-4.57548261162236,general_trajectory
1311.45718823151,1920.56914102148,-3253.68740539041,5290.09074648897,1.8187534997499,-6.21338866943411,-4.58315744126319,general_trajectory
1312.45718823151,1922.38650578584,-3259.89844065883,5285.50375425193,1.81597556945176,-6.20868033418369,-4.59082598395562,general_trajectory
1313.45718823151,1924.20109124199,-3266.10476299338,5280.90909662091,1.81319488400006,-6.20396280276831,-4.59848822712052,general_trajectory
1314.45718823151,1926.01289463682,-3272.30636320117,5276.3067799017,1.81041144747278,-6.19923608168444,-4.60614415818762,general_trajectory
1315.45718823151,1927.82191322128,-3278.50323209573,5271.69681041273,1.80762526395372,-6.19450017744638,-4.61379376459531,general_trajectory
1316.45718823151,1929.62814425043,-3284.69536049718,5267.07919448492,1.80483633753237,-6.18975509658611,-4.62143703379096,general_trajectory
1317.45718823151,1931.43158498341,-3290.8827392322,5262.45393846174,1.80204467230395,-6.1850008456534,-4.6290739532308,general_trajectory
1318.45718823151,1933.23223268347,-3297.06535913398,5257.82104869923,1.79925027236943,-6.18023743121574,-4.63670451037994,general_trajectory
1319.45718823151,1935.03008461795,-3303.24321104231,5253.18053156593,1.79645314183547,-6.17546485985836,-4.64432869271246,general_trajectory
1320.45718823152,1936.82513805831,-3309.41628580362,5248.5323934429,1.79365328481446,-6.17068313818421,-4.65194648771143,general_trajectory
1321.45718823152,1938.61739028013,-3315.58457427081,5243.87664072377,1.79085070542451,-6.16589227281401,-4.65955788286882,general_trajectory
1322.45718823151,1940.40683856308,-3321.74806730355,5239.21327981461,1.7880454077894,-6.16109227038613,-4.66716286568577,general_trajectory
1323.45718823151,1942.193480191,-3327.90675576811,5234.54231713401,1.78523739603862,-6.15628313755666,-4.67476142367243,general_trajectory
1324.45718823151,1943.97731245183,-3334.06063053741,5229.86375911304,1.78242667430732,-6.1514648809994,-4.68235354434806,general_trajectory
1325.45718823152,1945.75833263767,-3340.20968249112,5225.17761219522,1.77961324673634,-6.14663750740577,-4.68993921524109,general_trajectory
1326.45718823152,1947.53653804474,-3346.35390251547,5220.48388283662,1.77679711747222,-6.141801023485,-4.697518423889,general_trajectory
1327.45718823152,1949.31192597343,-3352.49328150355,5215.78257750569,1.77397829066712,-6.13695543596388,-4.70509115783858,general_trajectory
1328.45718823152,1951.08449372828,-3358.62781035511,5211.07370268333,1.77115677047886,-6.13210075158688,-4.71265740464582,general_trajectory
1329.45718823152,1952.85423861798,-3364.75747997668,5206.35726486293,1.76833256107093,-6.12723697711615,-4.72021715187596,general_trajectory
1330.45718823152,1954.62115795541,-3370.88228128159,5201.63327055023,1.76550566661242,-6.12236411933144,-4.72777038710358,general_trajectory
1331.45718823152,1956.38524905759,-3377.00220518986,5196.90172626351,1.76267609127812,-6.11748218503021,-4.73531709791245,general_trajectory
1332.45718823152,1958.14650924574,-3383.11724262841,5192.16263853335,1.75984383924839,-6.11259118102749,-4.74285727189583,general_trajectory
1333.45718823152,1959.90493584525,-3389.22738453095,5187.41601390279,1.75700891470922,-6.10769111415593,-4.75039089665631,general_trajectory
1334.45718823152,1961.66052618571,-3395.33262183804,5182.66185892725,1.75417132185224,-6.10278199126581,-4.75791795980592,general_trajectory
1335.45718823152,1963.41327760092,-3401.43294549713,5177.90018017449,1.75133106487462,-6.09786381922498,-4.76543844896617,general_trajectory
1336.45718823152,1965.16318742883,-3407.52834646243,5173.13098422475,1.74848814797923,-6.09293660491896,-4.77295235176791,general_trajectory
1337.45718823152,1966.91025301164,-3413.61881569517,5168.35427767054,1.74564257537443,-6.08800035525077,-4.78045965585166,general_trajectory
1338.45718823152,1968.65447169574,-3419.70434416344,5163.57006711674,1.74279435127421,-6.08305507714103,-4.78796034886742,general_trajectory
1339.45718823152,1970.39584083176,-3425.78492284228,5158.77835918061,1.73994347989813,-6.07810077752794,-4.79545441847478,general_trajectory
1340.45718823152,1972.13435777453,-3431.86054271368,5153.97916049169,1.73708996547129,-6.07313746336721,-4.80294185234297,general_trajectory
1341.45718823152,1973.8700198831,-3437.93119476651,5149.17247769192,1.73423381222442,-6.0681651416322,-4.81042263815074,general_trajectory
1342.45718823152,1975.60282452078,-3443.99686999674,5144.35831743552,1.73137502439373,-6.0631838193137,-4.81789676358663,general_trajectory
1343.45718823152,1977.33276905511,-3450.05755940727,5139.53668638898,1.728513606221,-6.05819350342009,-4.82536421634885,general_trajectory
1344.45718823152,1979.05985085786,-3456.11325400805,5134.70759123115,1.72564956195355,-6.05319420097724,-4.83282498414533,general_trajectory
1345.45718823153,1980.78406730507,-3462.16394481608,5129.87103865309,1.72278289584422,-6.04818591902851,-4.84027905469383,general_trajectory
1346.45718823153,1982.50541577703,-3468.20962285532,5125.02703535824,1.7199136121514,-6.04316866463486,-4.84772641572175,general_trajectory
1347.45718823153,1984.22389365827,-3474.25027915689,5120.17558806224,1.71704171513897,-6.03814244487463,-4.85516705496648,general_trajectory
1348.45718823152,1985.93949833762,-3480.28590475897,5115.316703493,1.71416720907633,-6.03310726684371,-4.86260096017521,general_trajectory
1349.45718823152,1987.65222720816,-3486.31649070685,5110.45038839066,1.71129009823835,-6.02806313765541,-4.87002811910501,general_trajectory
1350.45718823153,1989.36207766727,-3492.34202805296,5105.5766495076,1.70841038690541,-6.02301006444052,-4.87744851952294,general_trajectory
1351.45718823153,1991.06904711657,-3498.3625078568,5100.69549360851,1.70552807936341,-6.01794805434734,-4.88486214920587,general_trajectory
1352.45718823153,1992.77313296202,-3504.37792118508,5095.80692747018,1.70264317990367,-6.01287711454155,-4.89226899594079,general_trajectory
1353.45718823153,1994.47433261384,-3510.38825911169,5090.91095788168,1.69975569282302,-6.00779725220626,-4.89966904752466,general_trajectory
1354.45718823153,1996.17264348656,-3516.39351271771,5086.00759164425,1.69686562242372,-6.00270847454204,-4.9070622917645,general_trajectory
1355.45718823153,1997.86806299902,-3522.39367309143,5081.09683557131,1.69397297301348,-5.99761078876681,-4.91444871647745,general_trajectory
1356.45718823153,1999.56058857436,-3528.38873132831,5076.17869648851,1.6910777489055,-5.99250420211601,-4.92182830949062,general_trajectory
1357.45718823153,2001.25021764004,-3534.37867853112,5071.25318123362,1.68817995441839,-5.98738872184235,-4.92920105864141,general_trajectory
1358.45718823153,2002.93694762784,-3540.36350580987,5066.32029665657,1.68527959387617,-5.982264355216,-4.93656695177734,general_trajectory
1359.45718823153,2004.62077597388,-3546.34320428185,5061.38004961946,1.68237667160832,-5.97713110952446,-4.94392597675614,general_trajectory
1360.45718823153,2006.3017001186,-3552.31776507169,5056.43244699647,1.67947119194967,-5.97198899207258,-4.95127812144583,general_trajectory
1361.45718823153,2007.97971750677,-3558.28717931121,5051.47749567401,1.67656315924056,-5.96683801018265,-4.95862337372455,general_trajectory
1362.45718823153,2009.65482558751,-3564.25143813968,5046.51520255053,1.67365257782663,-5.96167817119421,-4.96596172148088,general_trajectory
1363.45718823153,2011.3270218143,-3570.21053270367,5041.5455745366,1.67073945205897,-5.95650948246416,-4.97329315261369,general_trajectory
1364.45718823153,2012.99630364496,-3576.16445415714,5036.56861855489,1.66782378629401,-5.95133195136673,-4.98061765503222,general_trajectory
1365.45718823154,2014.66266854169,-3582.11319366144,5031.58434154011,1.66490558489356,-5.94614558529341,-4.98793521665612,general_trajectory
1366.45718823154,2016.326113971,-3588.05674238523,5026.59275043917,1.66198485222485,-5.9409503916531,-4.99524582541538,general_trajectory
